,entity,tag
53088,Canadians,B-PER
53089,assimilate,I-PER
53090,Rome,B-PER
53091,Romans,I-PER
53092,move,B-PER
53093,Enjoy,I-PER
53094,talk,B-PER
53095,Canada,I-PER
53096,BCSee,B-LOC
53097,mean,I-LOC
53098,Thanks,B-PER
53099,Lily,I-PER
53100,Greens,B-ORG
53101,kid,I-ORG
53102,Canadian,B-LOC
53103,society,I-LOC
53104,selfless,B-PER
53105,Scotsmen,I-PER
53106,abuse,B-PER
53107,TFWs,I-PER
53108,like,B-PER
53109,Canada,I-PER
53110,Margaret,B-PER
53111,Somervile,I-PER
53112,immigrants,B-PER
53113,Canada,I-PER
53114,Daily,B-PER
53115,Caller,I-PER
53116,Canadianborn,B-PER
53117,kid,I-PER
53118,Canadian,B-LOC
53119,Citizen,I-LOC
53120,till,B-PER
53121,soil,I-PER
53122,Looks,B-ORG
53123,like,I-ORG
53124,York,B-PER
53125,Figures,I-PER
53126,CheersJohn,B-PER
53127,Meyer,I-PER
53128,Toronto,B-PER
53129,Vancouver,I-PER
53130,Ill,B-LOC
53131,latter,I-LOC
53132,Skitty,B-PER
53133,Thanks,I-PER
53134,Ive,B-LOC
53135,post,I-LOC
53136,withDid,B-LOC
53137,MrBuruma,I-LOC
53138,Canada,B-PER
53139,dare,I-PER
53140,soon,B-PER
53141,end,I-PER
53142,Vancouver,B-PER
53143,Montreal,I-PER
53144,wear,B-PER
53145,Niqab,I-PER
53146,darn,B-ORG
53147,Danish,I-ORG
53148,posses,I-ORG
53149,Cheers,I-ORG
53150,nativeborn,B-PER
53151,Americans,I-PER
53152,Mike,B-ORG
53153,Harris,I-ORG
53154,Canadian,B-LOC
53155,way,I-LOC
53156,Canadians,B-MISC
53157,CheersJohn,B-PER
53158,Meyer,I-PER
53159,immigrants,B-PER
53160,silly,I-PER
53161,Settlers,B-ORG
53162,immigrants,I-ORG
53163,CheersJohn,B-PER
53164,Meyer,I-PER
53165,many,B-ORG
53166,White,I-ORG
53167,Canadians,I-ORG
53168,youd,B-PER
53169,like,I-PER
53170,Happy,B-LOC
53171,Year,I-LOC
53172,Clifford,B-LOC
53173,Sifton,I-LOC
53174,Miramichi,B-PER
53175,maciej,I-PER
53176,West,B-PER
53177,Ayatollahs,I-PER
53178,sign,B-ORG
53179,Israel,I-ORG
53180,sanction,I-ORG
53181,Israel,I-ORG
53182,Iraq,B-PER
53183,Iran,I-PER
53184,Sanct,B-ORG
53185,idea,I-ORG
53186,talk,I-ORG
53187,like,B-PER
53188,Harper,I-PER
53189,Harper,B-PER
53190,Government,I-PER
53191,worryBubble,B-ORG
53192,Head,I-ORG
53193,Trudeau,I-ORG
53194,moderators,B-PER
53195,asleep,I-PER
53196,News,B-ORG
53197,Network,I-ORG
53198,Crown,B-ORG
53199,light,I-ORG
53200,LOL,I-ORG
53201,Like,B-PER
53202,China,I-PER
53203,Middle,B-PER
53204,East,I-PER
53205,Israel,B-PER
53206,Canada,I-PER
53207,Bush,B-PER
53208,Netanyahu,I-PER
53209,Harper,I-PER
53210,Simpson,B-LOC
53211,Sad,I-LOC
53212,Iran,B-PER
53213,Russia,I-PER
53214,Korean,B-PER
53215,example,I-PER
53216,Better,B-PER
53217,world,I-PER
53218,talk,B-PER
53219,gang,I-PER
53220,Merchant,B-ORG
53221,Venice,I-ORG
53222,Islam,B-PER
53223,Mahdi,I-PER
53224,Israel,B-LOC
53225,Prime,B-PER
53226,Minister,I-PER
53227,alone,B-PER
53228,Israel,I-PER
53229,English,B-LOC
53230,speakers,I-LOC
53231,worth,B-PER
53232,PNH,I-PER
53233,Egypt,B-PER
53234,Canada,I-PER
53235,Mubaraks,B-PER
53236,Army,I-PER
53237,YEAR,B-LOC
53238,Oils,B-LOC
53239,oil,B-PER
53240,sand,I-PER
53241,North,B-PER
53242,America,I-PER
53243,law,B-PER
53244,appy,I-PER
53245,sue,B-ORG
53246,ape,I-ORG
53247,pay,I-ORG
53248,moral,B-PER
53249,legal,I-PER
53250,Good,B-ORG
53251,post,I-ORG
53252,Thank,I-ORG
53253,agree,B-ORG
53254,Ericthe,I-ORG
53255,blue,I-ORG
53256,Ridiculous,I-ORG
53257,managers,B-PER
53258,assets,I-PER
53259,Beware,B-PER
53260,Dog,I-PER
53261,Answers,B-PER
53262,lack,I-PER
53263,simple,B-PER
53264,lose,I-PER
53265,CDNs,B-ORG
53266,Facebook,B-LOC
53267,post,I-LOC
53268,sit,B-PER
53269,class,I-PER
53270,Globe,B-LOC
53271,shame,I-LOC
53272,Canada,B-LOC
53273,save,I-LOC
53274,Harper,B-LOC
53275,Cons,B-LOC
53276,Tory,I-LOC
53277,Cheers,B-PER
53278,Miles,I-PER
53279,National,B-PER
53280,Socialism,I-PER
53281,thank,B-PER
53282,monkey,I-PER
53283,Martin,B-ORG
53284,astray,I-ORG
53285,leader,B-PER
53286,Cheers,I-PER
53287,Peter,B-LOC
53288,good,I-LOC
53289,sowhat,B-PER
53290,stand,I-PER
53291,deserve,B-ORG
53292,sleazy,I-ORG
53293,MacKay,B-LOC
53294,MacKay,I-LOC
53295,Canada,B-PER
53296,Tories,I-PER
53297,Rightward,B-LOC
53298,tilt,I-LOC
53299,Larry,I-LOC
53300,Sure,B-ORG
53301,Treachery,I-ORG
53302,Conservatives,B-ORG
53303,Canada,I-ORG
53304,Peter,B-PER
53305,Mackay,I-PER
53306,tax,B-PER
53307,dollars,I-PER
53308,Liberal,B-LOC
53309,Party,I-LOC
53310,Globe,B-PER
53311,Mail,I-PER
53312,Candaians,B-LOC
53313,oppose,I-LOC
53314,angry,B-PER
53315,Tom,I-PER
53316,Turn,B-ORG
53317,Minister,I-ORG
53318,Justice,I-ORG
53319,majority,B-PER
53320,lie,I-PER
53321,todays,B-PER
53322,Tories,I-PER
53323,sign,B-PER
53324,deal,I-PER
53325,Canada,B-LOC
53326,Harper,I-LOC
53327,name,B-PER
53328,MacKay,I-PER
53329,kick,B-ORG
53330,dog,I-ORG
53331,Carter,I-ORG
53332,David,B-PER
53333,Orchard,I-PER
53334,Canada,B-PER
53335,Harperland,I-PER
53336,Question,B-PER
53337,Period,I-PER
53338,Ontario,B-LOC
53339,mean,I-LOC
53340,many,B-PER
53341,kid,I-PER
53342,Lepine,B-PER
53343,Fools,I-PER
53344,Picard,B-PER
53345,imply,I-PER
53346,top,B-PER
53347,stack,I-PER
53348,Canada,B-LOC
53349,demand,I-LOC
53350,Thanks,B-ORG
53351,Andr,I-ORG
53352,lot,B-PER
53353,sense,I-PER
53354,marry,B-PER
53355,German,I-PER
53356,ERs,B-ORG
53357,Harper,B-ORG
53358,Government,I-ORG
53359,line,I-ORG
53360,Baaa,B-PER
53361,Humbug,I-PER
53362,Vitamin,B-PER
53363,stay,I-PER
53364,Sad,B-LOC
53365,example,I-LOC
53366,Women,B-LOC
53367,suppose,I-LOC
53368,Love,B-LOC
53369,post,I-LOC
53370,expect,B-PER
53371,Much,I-PER
53372,Supreme,B-PER
53373,Court,I-PER
53374,stiuation,B-PER
53375,Orwell,I-PER
53376,institution,B-PER
53377,less,I-PER
53378,Thank,B-PER
53379,Margaret,I-PER
53380,Uninformed,B-LOC
53381,drivel,I-LOC
53382,Orwellian,B-PER
53383,ideas,I-PER
53384,word,B-PER
53385,Hopefully,I-PER
53386,learn,B-PER
53387,lesson,I-PER
53388,social,B-PER
53389,MSM,I-PER
53390,sexual,B-PER
53391,assault,I-PER
53392,Internet,B-PER
53393,Seriously,I-PER
53394,dojob,B-PER
53395,Huh,I-PER
53396,Hahaha,B-PER
53397,Funny,I-PER
53398,HEALTH,B-LOC
53399,CARE,I-LOC
53400,lounge,B-PER
53401,Carleton,I-PER
53402,Huh,B-ORG
53403,talk,I-ORG
53404,like,I-ORG
53405,boys,B-PER
53406,sad,I-PER
53407,dear,B-PER
53408,Wente,I-PER
53409,Mike,B-PER
53410,McFae,I-PER
53411,text,B-PER
53412,message,I-PER
53413,Duh,B-LOC
53414,mass,B-MISC
53415,Salem,B-PER
53416,Halifax,I-PER
53417,like,B-ORG
53418,name,I-ORG
53419,agree,B-PER
53420,Wente,I-PER
53421,Moral,B-ORG
53422,story,I-ORG
53423,set,I-ORG
53424,Facebook,I-ORG
53425,page,I-ORG
53426,PRIVATE,I-ORG
53427,Correctness,B-PER
53428,step,I-PER
53429,Charlie,B-PER
53430,Hebdo,I-PER
53431,Dal,B-PER
53432,kick,I-PER
53433,move,B-PER
53434,along,I-PER
53435,believe,B-PER
53436,Bravo,I-PER
53437,correct,B-PER
53438,Sir,I-PER
53439,WAY,B-LOC
53440,top,I-LOC
53441,Wente,B-PER
53442,spot,I-PER
53443,better,B-PER
53444,mark,I-PER
53445,Court,B-PER
53446,Canada,I-PER
53447,OntarioHarper,B-PER
53448,absolutely,I-PER
53449,Kim,B-LOC
53450,Jongun,I-LOC
53451,Little,B-PER
53452,late,I-PER
53453,surely,B-PER
53454,amiss,I-PER
53455,oil,B-PER
53456,sand,I-PER
53457,fly,B-PER
53458,Hollywood,I-PER
53459,Obama,B-LOC
53460,GOD,I-LOC
53461,United,B-PER
53462,States,I-PER
53463,State,B-LOC
53464,Dept,I-LOC
53465,Ron,B-ORG
53466,Keystone,I-ORG
53467,Americans,B-LOC
53468,like,I-LOC
53469,Big,B-LOC
53470,Oil,I-LOC
53471,Texas,B-LOC
53472,httptcocuvDADAlc,B-LOC
53473,FictionBackup,B-PER
53474,Link,I-PER
53475,Americans,B-PER
53476,matter,I-PER
53477,Haper,B-LOC
53478,time,I-LOC
53479,Excellent,B-ORG
53480,analysis,I-ORG
53481,United,B-PER
53482,States,I-PER
53483,BBC,B-PER
53484,iPlayer,I-PER
53485,Seems,B-PER
53486,like,I-PER
53487,Netflix,B-ORG
53488,pay,I-ORG
53489,Canadian,I-ORG
53490,group,B-PER
53491,Reasonable,I-PER
53492,Saskatchewan,B-PER
53493,Alberta,I-PER
53494,send,B-PER
53495,Ottawa,I-PER
53496,vide,B-PER
53497,sens,I-PER
53498,employer,B-PER
53499,Presse,I-PER
53500,Mohammad,B-PER
53501,Allah,I-PER
53502,Unlike,B-LOC
53503,moderate,I-LOC
53504,learn,B-PER
53505,keep,I-PER
53506,End,B-LOC
53507,Sarcasm,I-LOC
53508,kill,B-PER
53509,today,I-PER
53510,Charlie,B-PER
53511,Hebdo,I-PER
53512,Big,B-PER
53513,Oil,I-PER
53514,Globe,B-LOC
53515,Mail,I-LOC
53516,apply,B-PER
53517,Art,I-PER
53518,Kim,B-PER
53519,JungUn,I-PER
53520,Bush,B-PER
53521,Blair,I-PER
53522,Pseudonyms,B-PER
53523,Moderator,I-PER
53524,Parliament,B-PER
53525,Hill,I-PER
53526,middle,B-PER
53527,east,I-PER
53528,Absolutety,B-PER
53529,key,I-PER
53530,west,B-PER
53531,Arabs,I-PER
53532,Islam,B-LOC
53533,like,I-LOC
53534,Islam,B-PER
53535,CAUSE,I-PER
53536,Islam,B-PER
53537,sirree,I-PER
53538,Allahu,B-PER
53539,akbar,I-PER
53540,suis,B-PER
53541,Charlie,I-PER
53542,Spot,B-ORG
53543,Canada,I-ORG
53544,Goose,I-ORG
53545,Greek,B-PER
53546,inlaws,I-PER
53547,Frances,B-PER
53548,shore,I-PER
53549,Mark,B-LOC
53550,Steyn,I-LOC
53551,skin,B-PER
53552,paraphrase,I-PER
53553,MLK,I-PER
53554,GManiaMark,B-ORG
53555,Steyn,I-ORG
53556,Amen,I-ORG
53557,Spot,B-ORG
53558,Margaret,I-ORG
53559,England,B-LOC
53560,Germany,I-LOC
53561,Mulroney,B-PER
53562,law,I-PER
53563,IRA,B-ORG
53564,like,B-PER
53565,Wente,I-PER
53566,example,B-PER
53567,end,I-PER
53568,Craig,B-ORG
53569,Oliver,I-ORG
53570,Oops,B-ORG
53571,mean,I-ORG
53572,John,I-ORG
53573,Oliver,I-ORG
53574,modern,B-PER
53575,English,I-PER
53576,States,B-PER
53577,ally,I-PER
53578,Wente,B-PER
53579,Wente,I-PER
53580,French,B-ORG
53581,legal,I-ORG
53582,system,I-ORG
53583,apply,B-PER
53584,Canada,I-PER
53585,add,B-LOC
53586,list,I-LOC
53587,attack,B-ORG
53588,Canada,I-ORG
53589,Germans,B-MISC
53590,smoke,B-PER
53591,meat,I-PER
53592,Jihad,B-LOC
53593,Watch,I-LOC
53594,speak,B-PER
53595,English,I-PER
53596,soft,B-PER
53597,Muslims,I-PER
53598,Better,B-PER
53599,late,I-PER
53600,Islamic,B-LOC
53601,Fundamentalism,I-LOC
53602,add,B-PER
53603,Wente,I-PER
53604,attack,B-PER
53605,Others,I-PER
53606,Muslims,B-PER
53607,terroristsNo,I-PER
53608,scar,B-PER
53609,silly,I-PER
53610,Good,B-PER
53611,work,I-PER
53612,Canada,B-PER
53613,Iraq,I-PER
53614,Monday,B-PER
53615,Greyhound,I-PER
53616,Montreal,B-PER
53617,Unforgiveable,I-PER
53618,Air,B-ORG
53619,Canada,I-ORG
53620,Westjet,I-ORG
53621,Enjoy,B-PER
53622,save,I-PER
53623,months,B-PER
53624,salary,I-PER
53625,Embarrassing,B-MISC
53626,WORST,B-LOC
53627,airline,I-LOC
53628,Ahhh,B-LOC
53629,Air,I-LOC
53630,Canada,I-LOC
53631,HILLARIOUS,B-ORG
53632,TRUE,I-ORG
53633,WORLD,B-PER
53634,PROBLEMS,I-PER
53635,little,B-PER
53636,stale,I-PER
53637,ways,B-PER
53638,Rait,I-PER
53639,Air,B-LOC
53640,Travel,I-LOC
53641,Canadian,B-PER
53642,Airlines,I-PER
53643,Sheesh,B-LOC
53644,year,B-PER
53645,Ill,I-PER
53646,nightmare,B-PER
53647,manage,I-PER
53648,London,B-PER
53649,Sarnia,I-PER
53650,deal,B-PER
53651,seat,I-PER
53652,Teddy,B-PER
53653,Bear,I-PER
53654,Suisse,B-PER
53655,Charlie,I-PER
53656,Swiss,B-ORG
53657,Charlie,I-ORG
53658,Qubec,B-PER
53659,Alberta,I-PER
53660,Paul,B-PER
53661,Martin,I-PER
53662,miss,B-PER
53663,analysis,I-PER
53664,Anybody,B-LOC
53665,Crickets,I-LOC
53666,Governor,B-PER
53667,General,I-PER
53668,thing,B-ORG
53669,Canada,I-ORG
53670,worse,I-ORG
53671,Harper,I-ORG
53672,Jack,B-PER
53673,PMO,I-PER
53674,Vote,B-LOC
53675,Conservative,I-LOC
53676,Party,I-LOC
53677,worldFOUR,B-ORG
53678,FOUR,I-ORG
53679,FOUR,I-ORG
53680,Partisan,B-PER
53681,Politics,I-PER
53682,Harper,B-LOC
53683,majority,I-LOC
53684,Gerald,B-PER
53685,Butts,I-PER
53686,yeah,B-PER
53687,Justin,I-PER
53688,usual,B-PER
53689,sense,I-PER
53690,Ontario,B-PER
53691,Liberals,I-PER
53692,Wynne,B-MISC
53693,supporter,B-PER
53694,Vtr,I-PER
53695,Everyone,B-LOC
53696,agree,I-LOC
53697,Stand,B-PER
53698,fall,I-PER
53699,Hypocrisy,B-LOC
53700,guess,I-LOC
53701,Frank,B-LOC
53702,magazine,I-LOC
53703,Bravo,B-LOC
53704,Post,I-LOC
53705,Amanda,B-LOC
53706,Todd,I-LOC
53707,Middle,B-PER
53708,Ages,I-PER
53709,Chris,B-ORG
53710,Santa,I-ORG
53711,Claus,I-ORG
53712,Islam,B-PER
53713,time,I-PER
53714,state,B-PER
53715,Richard,I-PER
53716,Globe,B-LOC
53717,CBC,I-LOC
53718,Globe,B-ORG
53719,CBC,I-ORG
53720,WAY,B-PER
53721,LIFE,I-PER
53722,Andrew,B-PER
53723,Coyne,I-PER
53724,France,B-ORG
53725,kill,I-ORG
53726,maim,I-ORG
53727,Afghanistan,I-ORG
53728,MLA,B-LOC
53729,Norbert,B-PER
53730,Elias,I-PER
53731,Cuba,B-LOC
53732,Philippines,I-LOC
53733,Germany,B-LOC
53734,WWII,I-LOC
53735,Paul,B-ORG
53736,Bingo,I-ORG
53737,blame,B-PER
53738,West,I-PER
53739,Dark,B-PER
53740,Age,I-PER
53741,Richard,B-ORG
53742,Excellent,I-ORG
53743,post,I-ORG
53744,mock,B-PER
53745,Islam,I-PER
53746,Kathleen,B-ORG
53747,Wynnes,I-ORG
53748,Ontario,I-ORG
53749,Sharia,B-PER
53750,law,I-PER
53751,Paris,B-LOC
53752,httpenwikipediaorgwikiListofbombingsduringtheNorthernIrelandTroublesandpeaceprocess,I-LOC
53753,pillage,B-PER
53754,Afghanistan,I-PER
53755,weapon,B-PER
53756,Love,I-PER
53757,Isalm,B-LOC
53758,monsters,I-LOC
53759,Catholic,B-PER
53760,Church,I-PER
53761,France,B-PER
53762,Britain,I-PER
53763,Harper,B-PER
53764,Rallies,I-PER
53765,API,B-LOC
53766,approval,B-PER
53767,Washington,I-PER
53768,International,B-LOC
53769,Criminal,I-LOC
53770,Court,I-LOC
53771,Israel,B-ORG
53772,member,I-ORG
53773,ICC,I-ORG
53774,source,B-ORG
53775,httpstreatiesunorgPagesViewDetailsaspxmtdsgnoXVIIIchapterlangenclangen,I-ORG
53776,API,B-LOC
53777,Harper,B-PER
53778,Govt,I-PER
53779,Canada,B-PER
53780,Venezuela,I-PER
53781,Coal,B-ORG
53782,World,I-ORG
53783,Northern,B-PER
53784,Gateway,I-PER
53785,North,B-PER
53786,Dakota,I-PER
53787,Trudeau,B-LOC
53788,days,I-LOC
53789,Supreme,B-PER
53790,Court,I-PER
53791,lazy,B-PER
53792,lot,I-PER
53793,Read,B-LOC
53794,answer,I-LOC
53795,mess,B-PER
53796,start,I-PER
53797,Yemen,B-PER
53798,Somalia,I-PER
53799,Grow,B-PER
53800,Canada,I-PER
53801,Canadian,B-LOC
53802,way,I-LOC
53803,Jeffrey,B-PER
53804,thank,I-PER
53805,Oval,B-PER
53806,Office,I-PER
53807,Canada,B-PER
53808,Canadians,I-PER
53809,Sore,B-LOC
53810,loser,I-LOC
53811,Thank,B-ORG
53812,expose,I-ORG
53813,Doug,I-ORG
53814,Saunders,I-ORG
53815,Charlie,B-PER
53816,Hebdo,I-PER
53817,like,B-ORG
53818,Doug,I-ORG
53819,Saunders,I-ORG
53820,suis,B-PER
53821,Charlie,I-PER
53822,kind,B-ORG
53823,Great,I-ORG
53824,Gaia,I-ORG
53825,Doug,B-PER
53826,dry,B-PER
53827,Quickly,I-PER
53828,handle,B-PER
53829,TRUTH,I-PER
53830,Thank,B-ORG
53831,Jack,I-ORG
53832,Amusingly,B-ORG
53833,assertions,I-ORG
53834,Vern,I-ORG
53835,Senate,B-PER
53836,Congress,I-PER
53837,Wheres,B-ORG
53838,Sheema,I-ORG
53839,Khan,I-ORG
53840,days,I-ORG
53841,suggestion,B-ORG
53842,Imams,I-ORG
53843,Europe,B-PER
53844,Levant,I-PER
53845,Angkela,B-PER
53846,Merkel,I-PER
53847,passable,B-PER
53848,Cantonese,I-PER
53849,Muslims,B-PER
53850,WHITE,I-PER
53851,Muslims,B-LOC
53852,badly,I-LOC
53853,state,B-PER
53854,status,I-PER
53855,next,B-PER
53856,masacre,I-PER
53857,pay,B-LOC
53858,less,I-LOC
53859,Liberal,B-PER
53860,majority,I-PER
53861,bad,B-ORG
53862,Quebec,I-ORG
53863,SAQ,I-ORG
53864,monopoly,I-ORG
53865,Best,B-ORG
53866,idea,I-ORG
53867,Satire,B-ORG
53868,Journalism,I-ORG
53869,Rubbish,I-ORG
53870,stop,B-PER
53871,Grits,I-PER
53872,Move,B-LOC
53873,along,I-LOC
53874,Insurance,B-PER
53875,Company,I-PER
53876,LCBO,B-ORG
53877,Womensplaining,B-ORG
53878,Manspreading,I-ORG
53879,nonmanly,B-PER
53880,sin,I-PER
53881,Feminism,B-LOC
53882,mad,I-LOC
53883,stop,B-PER
53884,Ridiculous,I-PER
53885,Urban,B-PER
53886,Dict,I-PER
53887,sociopaths,B-PER
53888,small,I-PER
53889,Angeles,B-PER
53890,Clippers,I-PER
53891,Wente,B-ORG
53892,Charlie,I-ORG
53893,way,B-PER
53894,sit,I-PER
53895,Offended,B-PER
53896,Gurl,I-PER
53897,scare,B-PER
53898,Dal,I-PER
53899,move,B-PER
53900,way,I-PER
53901,NONSENSE,B-ORG
53902,deal,B-PER
53903,alone,I-PER
53904,cookies,B-PER
53905,Boys,I-PER
53906,mean,B-ORG
53907,old,I-ORG
53908,men,I-ORG
53909,listen,I-ORG
53910,nonsense,I-ORG
53911,men,B-PER
53912,Seriously,I-PER
53913,CSO,B-LOC
53914,Iphone,B-PER
53915,Facebook,I-PER
53916,apology,B-PER
53917,move,I-PER
53918,Thank,B-ORG
53919,Wente,I-ORG
53920,Excellent,B-ORG
53921,article,I-ORG
53922,Margaret,I-ORG
53923,iPhone,B-PER
53924,Ive,I-PER
53925,man,B-PER
53926,easy,I-PER
53927,Jian,B-PER
53928,Ghomeshi,I-PER
53929,move,B-PER
53930,men,I-PER
53931,Brilliant,B-ORG
53932,Wente,I-ORG
53933,nail,I-ORG
53934,France,B-LOC
53935,involve,B-PER
53936,Pope,I-PER
53937,Weakest,B-PER
53938,Editorial,I-PER
53939,Ezra,B-LOC
53940,Levant,I-LOC
53941,Muslim,B-PER
53942,deity,I-PER
53943,image,B-PER
53944,Mohammed,I-PER
53945,Gee,B-ORG
53946,Harper,I-ORG
53947,story,I-ORG
53948,Original,I-ORG
53949,Arabia,B-PER
53950,Bahrain,I-PER
53951,Thanks,B-ORG
53952,Mark,I-ORG
53953,name,I-ORG
53954,Islamic,B-PER
53955,law,I-PER
53956,sad,B-PER
53957,Globe,I-PER
53958,Enjoy,B-LOC
53959,sleep,I-LOC
53960,story,B-PER
53961,old,I-PER
53962,Corrrrporationnnnn,B-PER
53963,Beep,I-PER
53964,Cowardice,B-PER
53965,ChuckT,I-PER
53966,Absolutely,B-ORG
53967,Shameful,I-ORG
53968,Pathetic,I-ORG
53969,suis,B-PER
53970,Charlie,I-PER
53971,Courageous,B-ORG
53972,Publish,I-ORG
53973,anonymously,I-ORG
53974,life,B-PER
53975,Unfortunately,I-PER
53976,North,B-LOC
53977,America,I-LOC
53978,Canada,I-LOC
53979,laws,B-PER
53980,way,I-PER
53981,Monty,B-PER
53982,Python,I-PER
53983,among,B-PER
53984,Doukhobors,I-PER
53985,Quisling,B-PER
53986,Vichy,I-PER
53987,joy,B-PER
53988,days,I-PER
53989,word,B-ORG
53990,Globe,I-ORG
53991,Mail,I-ORG
53992,Cowardly,I-ORG
53993,stand,B-PER
53994,lose,I-PER
53995,Charlie,B-PER
53996,Disgusting,I-PER
53997,Thank,B-ORG
53998,Globe,I-ORG
53999,Mail,I-ORG
54000,elsewhere,B-PER
54001,Google,I-PER
54002,Good,B-PER
54003,Globe,I-PER
54004,malign,B-PER
54005,Mohammed,I-PER
54006,Ezra,B-LOC
54007,Levant,I-LOC
54008,Move,B-PER
54009,Zimbabwe,I-PER
54010,post,B-ORG
54011,anonymously,I-ORG
54012,Canadian,B-LOC
54013,press,I-LOC
54014,Globe,B-PER
54015,Mail,I-PER
54016,Jews,B-PER
54017,set,I-PER
54018,BRAVO,B-ORG
54019,Globe,B-PER
54020,Mail,I-PER
54021,Dieppe,B-PER
54022,waste,I-PER
54023,Alda,B-PER
54024,BerneauddaRosa,I-PER
54025,Canadians,B-PER
54026,seat,I-PER
54027,Globes,B-PER
54028,Charlie,I-PER
54029,time,B-PER
54030,soon,I-PER
54031,Liz,B-LOC
54032,Doug,I-LOC
54033,save,B-ORG
54034,Ontario,I-ORG
54035,alone,I-ORG
54036,Canada,I-ORG
54037,Manitoba,B-ORG
54038,Quebec,I-ORG
54039,state,I-ORG
54040,Michigan,I-ORG
54041,sleep,B-PER
54042,Ron,I-PER
54043,mean,B-PER
54044,manufacture,I-PER
54045,Bunch,B-LOC
54046,pinkos,I-LOC
54047,Dalton,B-PER
54048,McGuinty,I-PER
54049,together,B-PER
54050,loss,I-PER
54051,step,B-PER
54052,Trudeau,I-PER
54053,like,B-PER
54054,Greece,I-PER
54055,Ontario,B-PER
54056,mess,I-PER
54057,Dear,B-PER
54058,Kathleen,I-PER
54059,shoot,B-PER
54060,Yakabuski,I-PER
54061,loss,B-PER
54062,manufacture,I-PER
54063,small,B-LOC
54064,Norway,B-ORG
54065,Alberta,I-ORG
54066,Canada,I-ORG
54067,Council,B-ORG
54068,Foreign,I-ORG
54069,Relations,I-ORG
54070,Waterloo,B-PER
54071,study,I-PER
54072,Shameful,B-PER
54073,tax,B-PER
54074,system,I-PER
54075,Define,B-ORG
54076,Poverty,I-ORG
54077,aware,B-ORG
54078,kill,I-ORG
54079,Nigeria,I-ORG
54080,Murrell,B-PER
54081,Fredericton,I-PER
54082,blame,B-PER
54083,Israel,I-PER
54084,Globe,B-ORG
54085,lead,I-ORG
54086,example,I-ORG
54087,Afghans,B-ORG
54088,kill,I-ORG
54089,Canadians,I-ORG
54090,damage,B-PER
54091,Muslins,I-PER
54092,Ill,B-LOC
54093,mind,B-PER
54094,Canadians,I-PER
54095,Canadian,B-PER
54096,way,I-PER
54097,Founding,B-PER
54098,Nations,I-PER
54099,many,B-PER
54100,Harper,I-PER
54101,kid,B-PER
54102,adults,I-PER
54103,zero,B-PER
54104,water,I-PER
54105,Colorado,B-PER
54106,skiers,I-PER
54107,sense,B-PER
54108,doom,I-PER
54109,Tweak,B-PER
54110,laws,I-PER
54111,dangerous,B-PER
54112,days,I-PER
54113,Quite,B-PER
54114,sad,I-PER
54115,steep,B-PER
54116,dive,I-PER
54117,France,B-PER
54118,Ive,I-PER
54119,Cheers,B-LOC
54120,Muslims,B-PER
54121,angry,I-PER
54122,Israel,B-PER
54123,State,I-PER
54124,Baruch,B-ORG
54125,Goldstein,I-ORG
54126,Classic,I-ORG
54127,Google,B-PER
54128,Malmo,I-PER
54129,Jews,B-ORG
54130,Christian,I-ORG
54131,Europe,I-ORG
54132,rub,B-ORG
54133,Whose,I-ORG
54134,land,I-ORG
54135,anyway,I-ORG
54136,Europe,B-PER
54137,Austria,I-PER
54138,CRS,B-LOC
54139,Holy,B-LOC
54140,Land,I-LOC
54141,jews,B-ORG
54142,Indonesia,I-ORG
54143,Middle,B-PER
54144,East,I-PER
54145,school,B-PER
54146,Israel,I-PER
54147,End,B-LOC
54148,story,I-LOC
54149,state,B-PER
54150,France,I-PER
54151,move,B-PER
54152,Israel,I-PER
54153,None,B-LOC
54154,Israelis,I-LOC
54155,bury,B-ORG
54156,Israel,I-ORG
54157,posthumously,I-ORG
54158,Israelis,I-ORG
54159,Lot,B-ORG
54160,good,I-ORG
54161,steal,I-ORG
54162,revolutionLOL,B-LOC
54163,Jewish,B-PER
54164,People,I-PER
54165,Trudeau,B-ORG
54166,Mulcair,I-ORG
54167,soul,B-PER
54168,Canada,I-PER
54169,SISI,B-ORG
54170,opposite,I-ORG
54171,ISIS,I-ORG
54172,Curious,B-PER
54173,deny,I-PER
54174,Jews,B-LOC
54175,midst,I-LOC
54176,Better,B-ORG
54177,Sisi,I-ORG
54178,Muslim,I-ORG
54179,Brotherhood,I-ORG
54180,talk,B-PER
54181,talk,I-PER
54182,Israel,B-PER
54183,Chai,I-PER
54184,Turkiye,B-LOC
54185,indeed,I-LOC
54186,Charlie,B-PER
54187,Hebdo,I-PER
54188,small,B-ORG
54189,dose,I-ORG
54190,RCBO,I-ORG
54191,Harper,B-PER
54192,Government,I-PER
54193,manmade,B-PER
54194,laws,I-PER
54195,Bibeaus,B-LOC
54196,motivations,I-LOC
54197,Bin,B-PER
54198,Laden,I-PER
54199,Canada,B-LOC
54200,ISIS,B-LOC
54201,ISIS,B-LOC
54202,Canadian,B-PER
54203,way,I-PER
54204,mean,B-PER
54205,pay,I-PER
54206,Bell,B-ORG
54207,Rogers,I-ORG
54208,Globe,I-ORG
54209,incur,B-PER
54210,loss,I-PER
54211,Lets,B-LOC
54212,gald,I-LOC
54213,suis,B-ORG
54214,pas,I-ORG
